Street Name	Record Count	Years	Amendment	Notes
Alway Parade	12	1971	Alway Parade	
Anderson Place	59	1971	Anderson Place	
Annesley Road	419	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
ANNESLEY ROAD	160	1899		
Anson Green	106	1971	Anson Green	
Anssesy Road	24	1971	Anssesy Road	
Aragon Street	74	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Arcade	3	1887; 1893; 1894		
Arcade (Market)	107	1876; 1878; 1886; 1914; 1933; 1946; 1950		
Arcade (Newport)	54	1897; 1905; 1914; 1933; 1938; 1946; 1950		
Arcade Chambers	93	1876; 1878; 1893; 1927; 1933		
ARCADE CHAMBERS—	324	1887; 1890; 1893; 1894		
Arcades	79	1905; 1936; 1938		
Arcadia Terrace	39	1927; 1933		
ARCH ENGINEER	9	1971		Investigate
Archibald Street	698	1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Argyle Street	311	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Argyll Street	15	1897		
Arlington Chambers	4	1899; 1905; 1938; 1946		
ARLINGTON CHAMBERS—	72	1890; 1894; 1899		
Arlington Close	25	1971	Arlington Close	
Arlington Street	38	1893; 1897		
Arlington Terrace	111	1893; 1894; 1933		
Arne Close	8	1971	Arne Close	
Arnold Close	14	1971	Arnold Close	
Arthur Bliss Road	45	1971	Arthur Bliss Road	
Arthur Street	366	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Artillery Place	50	1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1971		
Arundel Road	222	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Ashley Road	105	1933; 1936; 1938; 1946; 1950; 1971		
Aspen Way	35	1971	Aspen Way	
Aston Crescent	429	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Athletic Club's Office	21	1927	Athletic Club's Office	Investigae
AUCKLAND ROAD	17	1971		
Auckland Terrace	28	1893; 1894; 1905; 1938; 1946		
AUCKLAND TERRACE—	47	1899		
Auckland Villas	120	1886; 1894; 1905; 1927; 1933; 1938; 1946		
AUCKLAND VILLAS	138	1899		
AUSTIN CHAMBERS	75	1893		
Austin Friars	55	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1971		
Austin Friars Chambers	9	1893; 1938; 1946		
AUSTIN FRIARS CHAMBERS	71	1899		
AUSTIN PLACE—	39	1893; 1894		
Austin Road	33	1897; 1899		
AVON CLOSE	22	1971		
B 5 & 6	15	1927		Investigate
Bachelor Road	33	1894; 1971	Bachelor Road	
BACON PLACE	20	1971		
Badminton Road	181	1936; 1938; 1946; 1950; 1971		
Bailey Street	659	1876; 1878; 1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Baird Close	73	1971	Baird Close	
Baldwin Street	983	1878; 1886; 1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Balfe Road	23	1971	Balfe Road	
Balmoral Road	698	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Baltic Wharf	2	1933		
Baneswell	50	1876; 1886; 1887; 1894; 1905; 1946		
Baneswell Chambers	2	1938; 1946		
Baneswell Road	307	1876; 1878; 1887; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Baneswell Square	24	1893; 1894; 1897		
Bank chambers	24	1876; 1878; 1886; 1893; 1905; 1938; 1946		
BANK CHAMBERS	2	1899		
BANK CHAMBERS—	107	1890; 1893; 1894		
Bank Street	149	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Baptist Chapel	97	1890; 1927	Baptist Chapel	Investigate
BAPTIST TEMPLE	7	1890		
Barnard Street	207	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Barnard Town	24	1887; 1894		
Barnard Town School	109	1927	Barnard Town School	
Barrack Hill	1010	1876; 1878; 1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Barrack Lane	59	1878; 1886; 1927; 1933		
Barrie Gardens	7	1971	Barrie Gardens	
Barthropp Street	207	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bassaleg Road	428	1950; 1971		
Bassalleg Road	651	1890; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946		
Batchelor Road	176	1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Bath Street	393	1886; 1890; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
BEATTIE GEORGE	37	1971		Invesigate
Beatty Road	76	1971	Beatty Road	
BEAUFORT	2	1927		Invesigate
Beaufort Chambers	1	1905		
Beaufort Place	117	1938; 1946; 1950; 1971		
Beaufort Road	134	1936; 1938; 1946; 1950; 1971		
Beaufort Terrace	84	1893; 1933; 1936; 1971		
BEAUFORT TERRACE—	30	1887; 1894		
Beaufort Wharf	11	1876		
Bedford Road	428	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Beecham Street	15	1946; 1950; 1971		
Beechcroft Road	222	1936; 1938; 1946; 1950; 1971		
Beechdale Road	260	1933; 1936; 1938; 1946; 1950; 1971		
Beechfield Avenue	79	1946; 1950; 1971		
Beechwood Crescent	166	1933; 1936; 1938; 1946; 1950		
Beechwood Park	63	1927	Beechwood Park	
Beechwood Road	270	1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
BELGAVE PLACE	4	1893		
BELGAVE PLACE—	126	1890; 1894		
Belle Vue Lane	4	1886; 1927; 1971		
Belle Vue Terrace	37	1893; 1894; 1933		
BELLE VUE TERRACE	27	1899		
BELLE VUE TERRACE—	13	1890		
Belvedere Terrace	428	1876; 1878; 1890; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Belvidere Terrace	10	1886		
Ben Jonson Way	18	1950; 1971		
Benbow Road	24	1971	Benbow Road	
Beresford Road	65	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bessemer Close	57	1971	Bessemer Close	
Bettws Close	15	1971	Bettws Close	
Bettws Hill	16	1971	Bettws Hill	
Bettws Lane	19	1938; 1946; 1950; 1971		
Beynon's Court	99	1890; 1893; 1894; 1899		
Bilston Street	130	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Birch Hill	40	1971	Birch Hill	
Birchgrove Close	20	1971	Birchgrove Close	
Bishop Street	711	1878; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bishopgate Parade	109	1876; 1878; 1886; 1890; 1893; 1894; 1897; 1899; 1905; 1914		
Bishopsgate Parada	4	1927		
Bishopstow	3	1946		
Bishpool	155	1950		
Bishpool Lane	183	1950; 1971		
Bishton Street	669	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Blackett Avenue	242	1950; 1971		
Blaen-Y-Pant Avenue	62	1936; 1938; 1946; 1950		
Blaen-Y-Pant Cottages	5	1936; 1938		
Blaen-Y-Pant Crescent	35	1938; 1946; 1950		
Blaen-Y-Pant Place	37	1938; 1946; 1950		
Blake Road	52	1938; 1946; 1950; 1971		
Blenheim Road	258	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Blewit Street	46	1894		
Blewitt Street	972	1876; 1878; 1890; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Blewitt Terrace	225	1876; 1878; 1886; 1893; 1894; 1899		
Blot Street Schools	25	1927		
Bolt Street	445	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bolton Place	3	1876		
Bolton Road	268	1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bolton Street	48	1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bolton Terrace	23	1878; 1893; 1933		
BOLTON TERRACE—	6	1894		
Bond Street	275	1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Borough Chambers	4	1905; 1933; 1938; 1946		
BOROUGH CHAMBERS—	4	1894		
Boswell Close	14	1971	Boswell Close	
Boundary Road	7	1897		
Boyle Close	13	1950; 1971		
BRAIN CLOSE	30	1971		Investigate
Brangwyn Crescent	52	1971	Brangwyn Crescent	
Bream Place	200	1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Brecon Road	79	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brickyard Road	89	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
BRICKYARD ROAD—	179	1894		
Bridge (The)	3	1876		
Bridge Street	1679	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bristol Street	660	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Britannia Buildings	51	1886; 1893; 1894; 1933		
BRITANNIA BUILDINGS.—	42	1890; 1899		
BRITANNIA BUILDINGS—	9	1893; 1894		
Broad Street	103	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Broadwood Close	28	1971	Broadwood Close	
BRODAWEL GARDENS	144	1890; 1894; 1899		
BRODAWEL GARDENS—	15	1893		
Brodawell Gardens	20	1899		
Bronte Grove	21	1971	Bronte Grove	
Brookfield Close	29	1971	Brookfield Close	
Broseley Terrace	18	1886; 1894		
BROSELEY TERRACE—	78	1890; 1893		
Brown's Buildings	160	1927; 1933		
Browning Close	21	1971	Browning Close	
Brunel Street	147	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brunswick Place	1	1946		
Brynderwen Grove	43	1938; 1946; 1950; 1971		
Brynderwen Road	322	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynderwyn Road	12	1897		Did the spelling change?
Brynglas Avenue	383	1927; 1933; 1936; 1938; 1946; 1950; 1971		
BRYNGLAS CLOSE	27	1971		
BRYNGLAS COURT	43	1971		
Brynglas Crescent	140	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynglas Drive	198	1971	Brynglas Drive	
Brynglas Orescent	9	1905		
Brynglas Road	1045	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bryngwyn Road	583	1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
BRYNGWYN ROAD—	8	1893		
Brynhyfryd Avenue	200	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynhyfryd Road	274	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Buchan Close	35	1971	Buchan Close	
Buckingham Crescent	110	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Buckingham Place	61	1933; 1936; 1938; 1946; 1950; 1971		
Bungalows	36	1927; 1933		
Burleigh Road	51	1971	Burleigh Road	
Burnford Road	26	1950		
Burnfort Road	86	1936; 1938; 1946; 1971		
BURNICLE STUDIOS	17	1971		Investigate
Burns Close	11	1950		
Burton Homes	2	1971	Burton Homes	
Burton Road	83	1946; 1950; 1971		
Byrde Close	9	1950		
C	704	1971		
C 4 17	9	1927		Investigate
C O. (	52	1971		
Caddock Street	1	1946		
Cae Brynton Road	272	1933; 1936; 1938; 1946; 1950; 1971		
Cae Perllan Road	387	1936; 1938; 1946; 1950; 1971		
Cae Perllanm Road	1	1950		
Caerau	11	1876		
Caerau Crescent	322	1887; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
CAERAU CRESCENT —	122	1890		
Caerau Park	8	1878; 1886		
Caerau Road	1122	1878; 1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Caerleion Road	15	1899		
Caerleon Chambers	3537	1876; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950		
Caerleon Road	933	1878; 1893; 1894; 1927; 1936	Caerleon Road	
CAERLEON ROAD	40	1899	Caerleon Road	
Caldicot Street	159	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
CALL OFFICE	48	1927		Investigate
Calne Place	18	1933		
CALNE PLACE	90	1899		
CALNE PLACE—	232	1887; 1890; 1893; 1894		
CAMBRIA	34	1890		
Cambria cottages	87	1886; 1933; 1936		
CAMBRIA COTTAGES—	45	1893		
Cambria Place	14	1899; 1905; 1927; 1933; 1936		
CAMBRIA PLACE—	47	1887		
Cambria Road	9	1899		
CAMBRIAN CHAMBERS—	30	1899		
Cambrian Road	305	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Cambrian wharf engineers	3	1894		
Cambrian wharf | engineers	3	1899		
Cambridge Avenue	1	1905		
Cambridge Road	87	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Camelot Place	102	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Camperdown Road	69	1936; 1938; 1946; 1950; 1971		
CAMPERDOWN STREET	2	1899		
Canal Bank	25	1933; 1936; 1971		
Canal Bank Cottages	61	1936; 1938; 1946; 1950; 1971		
Canal Parade	546	1876; 1878; 1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
CANAL PARADE	48	1899		
Canal Street	179	1878; 1886; 1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Canal Terrace	144	1876; 1878; 1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Canberra Crescent	26	1971	Canberra Crescent	
Canon Street	343	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Capel Crescent	805	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Capel Street	884	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cardiff Road	2035	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cardigan Place	73	1933; 1936; 1938; 1946; 1950; 1971		
Carey Road	27	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Carisbrooke Road	267	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Carlisle Place	219	1876; 1886; 1893; 1894; 1905; 1927; 1933; 1936; 1938; 1946		
CARLISLE PLACE	116	1899		
CARLISLE PLACE.—	10	1899		
CARLISLE PLACE—	181	1887; 1890; 1893; 1894		
Carlisle Road	36	1971	Carlisle Road	
Carlisle Street	176	1886; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Carlton Chambers	3	1905; 1938; 1946		
Carlton Road	188	1933; 1936; 1938; 1946; 1950		
Carngethin Wharf	1	1933		
Caroline Street	399	1878; 1886; 1893; 1894; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Carpenter's A. Lane	2	1893; 1894		
Carpenter's Arms Lane	5	1886; 1936; 1971		
Cartwright Green	56	1950; 1971		
Carysfort Street	1	1946		
Castle Chambers	1	1933		
Castle Park Road	17	1971	Castle Park Road	
Castle Precincts	52	1876; 1878; 1886; 1893; 1894; 1897; 1905; 1914; 1933		
Castle Street	327	1876; 1878; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Catalpa Close	18	1971	Catalpa Close	
Catsash Road	9	1971		
Cattle Market	348	1890; 1893; 1894		
CATTLE MARKET	1	1899		
Caxton Place	103	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Caxton Street	47	1878	Caxton Street	
Cecil Sharp Road	23	1971	Cecil Sharp Road	
Cedar Road	258	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cemetary Lane	9	1927		
Cemetery Lane	1	1899		
Cenfedd Street	64	1914; 1927; 1933; 1936; 1938; 1946; 1950		
Central Chambers	152	1893; 1927	Central Chambers	
CENTRAL CHAMBERS—	198	1894		
Century Institute	39	1927	Century Institute	
Chadwick Close	22	1950; 1971		
Chambers	51	1893; 1971		Investigate
Chambers W. H. coal exporter and shipbroker	60	1894		
chants	96	1894		
Charles Street	546	1876; 1878; 1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Charlotte Street	235	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Charnwood Road	52	1927; 1933; 1938; 1946; 1950; 1971		
Chaucer Court	6	1971	Chaucer Court	
Chaucer Road	80	1933; 1938; 1946; 1950; 1971		
Chelmer Walk	10	1971	Chelmer Walk	
Chelston Place	64	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950		
Chepstow road	3942	1876; 1878; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Chepstow Road	28	1899		
Chepstown Road	39	1899		
Cherry Tree Close	11	1971	Cherry Tree Close	
Cherwell Walk	34	1971	Cherwell Walk	
Chestnut Avenue	337	1933; 1936; 1938; 1946; 1950; 1971		
Christchurch Hill	31	1971	Christchurch Hill	
Christchurch Road	2055	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Chruch Farm Close	1	1971		
Church Path	4	1897		
Church Road	1467	1878; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Church Street	354	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Church Terrace	14	1893; 1894		
CHURCH TERRACE.—	21	1890		
CHURCH TERRACE—	15	1887		
Cinderhill wharf.—	3	1894		
CITIZENS’ ADVICE	16	1971		Investigate
Civic Centre	25	1971	Civic Centre	
Claremont Terrace	4	1933		
Clarence Place	831	1878; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clarence Street	515	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clayton Street	182	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clevedon Road	288	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clevedon Terrace	39	1927	Clevedon Terrace	
Clewer Court Mews	1	1971	Clewer Court Mews	
Clifford Crescent	2	1876		
Clifton Place	313	1876; 1878; 1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clifton Road	180	1876; 1878; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clifton Terrace	4	1876; 1886		
CLIFTON TERRACE—	23	1890; 1893		
Clist Walk	6	1971	Clist Walk	
Close	22	1971		Investigate
Club Row	141	1876; 1878; 1886; 1893; 1894; 1897		
CLYFFARD CCRESCENT	14	1890		
Clyffard Crescent	392	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clyfford Crescent	9	1878	Clyfford Crescent	Did the name change?
Clytha Crescent	282	1876; 1878; 1890; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Clytha Park	97	1878; 1914; 1946		
Clytha Park Road	348	1876; 1878; 1897; 1905; 1927; 1933; 1936; 1938; 1950; 1971		
Clytha Square	571	1876; 1878; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clytha Terrace	1	1893		
CLYTHA TERRACE.—	27	1894		
CLYTHA TERRACE—	29	1887		
Coldra Estate	54	1971	Coldra Estate	
Coldra Road	539	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Coldra Street	429	1899		
Coleridge Road	301	1933; 1936; 1938; 1946; 1950; 1971		
Collier Street	193	1914; 1933; 1938; 1946; 1950; 1971		
Collingwood Close	57	1938; 1946; 1950; 1971		
Collingwood Road	124	1933; 1938; 1946; 1950; 1971		
Collingwood Street	20	1914		
Collins Close	19	1950; 1971		
Colne Street	197	1914; 1933; 1938; 1946; 1950; 1971		
Colston Avenue	130	1933; 1938; 1946; 1950; 1971		
Colston Court	12	1971	Colston Court	
Colston Place	17	1938; 1946; 1950; 1971		
Commassie Street	22	1894		
COMMERCIAL	12	1971		
Commercial Buildings	67	1876; 1893; 1933		
COMMERCIAL BUILDINGS—	217	1887; 1890		
Commercial Road	2440	1876; 1878; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Commercial Street	2458	1876; 1878; 1887; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Commercial Wharf	261	1876; 1878; 1886; 1887; 1893; 1894; 1897; 1905; 1914; 1933; 1938; 1946		
Compton Terrace	9	1933		
Congregational Church	15	1927	Congregational Church	Investigate
CONSTA	39	1971		Investigate
Constable's Lane	2	1893; 1894		
CONSTABLE's LANE	3	1899		
Constables Lane	23	1905; 1914; 1933; 1938; 1946; 1950		Investigate
CONSTABLES' LANE	10	1971		
Constance Street	493	1893; 1894; 1897; 1905; 1914; 1933; 1938; 1946; 1950; 1971		
CONSTANCE STREET	54	1899		
Containing 17 cottages	22	1893		
Conway Croft	60	1933; 1938; 1946; 1950; 1971		
Conway Road	1032	1914; 1927; 1933; 1938; 1946; 1950; 1971		
Conway Sac	205	1933; 1936; 1938; 1946; 1950; 1971		
Coomassie Street	305	1878; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
COOMASSIE STREET	49	1899		
Coppins (The)	13	1971		
Corelli Street	488	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
CORELLI STREET	2	1899		
Cork Steam Ship wharf	25	1894		
Cork Wharf	1	1933		
Corn Exchange Chambers	1	1886		
CORN EXCHANGE CHAMBERS	27	1899		
Corn Street	346	1876; 1878; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
CORNICK	41	1927		Investigate
Cornwall Road	286	1933; 1936; 1938; 1946; 1950		
Corporation Baths	40	1927	Corporation Baths	Investigate
Corporation market yard	14	1899		
Corporation Road	2556	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
CORPORATION ROAD	19	1899		
Corporation Yard	307	1927; 1933		
Coseley Street	25	1899		
Cot Farm Circle	60	1971	Cot Farm Circle	
Cot Farm Close	40	1971	Cot Farm Close	
Cot Farm Road	8	1971	Cot Farm Road	
Cotman Close	14	1971	Cotman Close	
Council Chambers	2	1905; 1933		
COUNCIL CHAMBERS—	37	1893; 1899		
County Court offices-10	38	1899		
County Police Court	3	1893		
COUNTY POLICE COURT	8	1899		
court	40	1894		
Courtney Street	101	1933; 1936; 1938; 1946; 1950; 1971		
Courtybella	155	1878; 1887; 1893; 1894; 1914; 1927; 1933		Investigate
Courtybella Street	359	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Courtybella Terrace	464	1878; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
COURTYBELLA—	154	1890		
Coutybella Cottages	3	1933		
