Street Name	Record Count	Years	Amendment	Notes
ARCADE CHAMBERS—	296	1887; 1890		
Arcades	79	1905; 1936; 1938		
Arcadia Terrace	39	1927; 1933		
ARCH ENGINEER	9	1971		Investigate
Archibald Street	658	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Argyle Street	311	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Argyll Street	15	1897		
Arlington Chambers	3	1905; 1938; 1946		
ARLINGTON CHAMBERS—	21	1890		
Arlington Close	25	1971		
Arlington Street	33	1897		
Arlington Terrace	12	1933		
Arne Close	8	1971		
Arnold Close	14	1971		
Arthur Bliss Road	45	1971		
Arthur Street	366	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Artillery Place	40	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1971		
Arundel Road	222	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Ashley Road	105	1933; 1936; 1938; 1946; 1950; 1971		
Aspen Way	35	1971		
Aston Crescent	429	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Athletic Club's Office	21	1927		
AUCKLAND ROAD	17	1971		
Auckland Terrace	3	1905; 1938; 1946		
Auckland Villas	90	1886; 1905; 1927; 1933; 1938; 1946		
Austin Friars	55	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1971		
Austin Friars Chambers	2	1938; 1946		
Austin Road	6	1897		
AVON CLOSE	22	1971		
B 5 & 6	15	1927		Investigate
Bachelor Road	27	1971		
BACON PLACE	20	1971		
Badminton Road	181	1936; 1938; 1946; 1950; 1971		
Bailey Street	659	1876; 1878; 1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Baird Close	73	1971		
Baldwin Street	983	1878; 1886; 1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Balfe Road	23	1971		
Balmoral Road	698	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Baltic Wharf	2	1933		
Baneswell	43	1876; 1886; 1887; 1905; 1946		
Baneswell Chambers	2	1938; 1946		
Baneswell Road	294	1876; 1878; 1887; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Baneswell Square	10	1897		
Bank Chambers	23	1876; 1878; 1886; 1905; 1938; 1946		
BANK CHAMBERS—	14	1890		
Bank Street	149	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Baptist Chapel	97	1890; 1927		
BAPTIST TEMPLE	7	1890		
Barnard Street	207	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
BARNARD TOWN	11	1887		
Barnard Town School	109	1927		
Barrack Hill	945	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Barrack Lane	59	1878; 1886; 1927; 1933		
Barrie Gardens	7	1971		
Barthropp Street	207	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bassaleg Road	428	1950; 1971		
Bassalleg Road	570	1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946		
Batchelor Road	170	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Bath Street	249	1886; 1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
BEATTIE GEORGE	37	1971		Invesigate
Beatty Road	76	1971		
BEAUFORT	2	1927		Invesigate
Beaufort Chambers	1	1905		
Beaufort Place	117	1938; 1946; 1950; 1971		
Beaufort Road	134	1936; 1938; 1946; 1950; 1971		
Beaufort Terrace	55	1933; 1936; 1971		
BEAUFORT TERRACE—	3	1887		
Beaufort Wharf	11	1876		
Bedford Road	428	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Beecham Street	15	1946; 1950; 1971		
Beechcroft Road	222	1936; 1938; 1946; 1950; 1971		
Beechdale Road	260	1933; 1936; 1938; 1946; 1950; 1971		
Beechfield Avenue	79	1946; 1950; 1971		
Beechwood Crescent	166	1933; 1936; 1938; 1946; 1950		
Beechwood Park	63	1927		
Beechwood Road	268	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
BELGAVE PLACE—	4	1890		
Belle Vue Lane	4	1886; 1927; 1971		
Belle Vue Terrace	12	1933		
BELLE VUE TERRACE—	13	1890		
Belvedere Terrace	350	1876; 1878; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Belvidere Terrace	10	1886		
Ben Jonson Way	18	1950; 1971		
Benbow Road	24	1971		
Beresford Road	65	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bessemer Close	57	1971		
Bettws Close	15	1971		
Bettws Hill	16	1971		
Bettws Lane	19	1938; 1946; 1950; 1971		
BEYNON's COURT	1	1890		
Bilston Street	56	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Birch Hill	40	1971		
Birchgrove Close	20	1971		
Bishop Street	711	1878; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bishopgate Parade	28	1876; 1878; 1886; 1890; 1897; 1905; 1914		
Bishopsgate Parada	4	1927		
Bishopstow	3	1946		
Bishpool	155	1950		
Bishpool Lane	183	1950; 1971		
Bishton Street	669	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Blackett Avenue	242	1950; 1971		
Blaen-Y-Pant Avenue	62	1936; 1938; 1946; 1950		
Blaen-Y-Pant Cottages	5	1936; 1938		
Blaen-Y-Pant Crescent	35	1938; 1946; 1950		
Blaen-Y-Pant Place	37	1938; 1946; 1950		
Blake Road	52	1938; 1946; 1950; 1971		
Blenheim Road	258	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Blewitt Street	759	1876; 1878; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Blewitt Terrace	22	1876; 1878; 1886		
Blot Street Schools	25	1927		
Bolt Street	445	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bolton Place	3	1876		
Bolton Road	221	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bolton Street	43	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Bolton Terrace	16	1878; 1933		
Bond Street	235	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Borough Chambers	4	1905; 1933; 1938; 1946		
Boswell Close	14	1971		
Boundary Road	7	1897		
Boyle Close	13	1950; 1971		
BRAIN CLOSE	30	1971		Investigate
Brangwyn Crescent	52	1971		
Bream Place	162	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Brecon Road	79	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brickyard Road	75	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bridge (The)	3	1876		
Bridge Street	1501	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bristol Street	660	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Britannia Buildings	2	1886; 1933		
BRITANNIA BUILDINGS.—	6	1890		
Broad Street	103	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Broadwood Close	28	1971		
BRODAWEL GARDENS	50	1890		
Bronte Grove	21	1971		
Brookfield Close	29	1971		
Broseley Terrace	1	1886		
BROSELEY TERRACE—	27	1890		
Brown's Buildings	160	1927; 1933		
Browning Close	21	1971		
Brunel Street	147	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brunswick Place	1	1946		
Brynderwen Grove	43	1938; 1946; 1950; 1971		
Brynderwen Road	322	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynderwyn Road	12	1897		Did the spelling change?
Brynglas Avenue	383	1927; 1933; 1936; 1938; 1946; 1950; 1971		
BRYNGLAS CLOSE	27	1971		
BRYNGLAS COURT	43	1971		
Brynglas Crescent	140	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynglas Drive	198	1971		
Brynglas Orescent	9	1905		
Brynglas Road	1014	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Bryngwyn Road	544	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynhyfryd Avenue	200	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Brynhyfryd Road	274	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Buchan Close	35	1971		
Buckingham Crescent	110	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Buckingham Place	61	1933; 1936; 1938; 1946; 1950; 1971		
Bungalows	36	1927; 1933		
Burleigh Road	51	1971		
Burnford Road	26	1950		
Burnfort Road	86	1936; 1938; 1946; 1971		
BURNICLE STUDIOS	17	1971		Investigate
Burns Close	11	1950		
Burton Homes	2	1971		
Burton Road	83	1946; 1950; 1971		
Byrde Close	9	1950		
C	704	1971		
C 4 17	9	1927		Investigate
C O. (	52	1971		
Caddock Street	1	1946		
Cae Brynton Road	272	1933; 1936; 1938; 1946; 1950; 1971		
Cae Perllan Road	387	1936; 1938; 1946; 1950; 1971		
Cae Perllanm Road	1	1950		
Caerau	11	1876		
Caerau Crescent	268	1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
CAERAU CRESCENT —	122	1890		
Caerau Park	8	1878; 1886		
Caerau Road	870	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Caerleon Chambers	3537	1876; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950		
Caerleon Road	817	1878; 1927; 1936		
Caldicot Street	159	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
CALL OFFICE	48	1927		Investigate
Calne Place	18	1933		
CALNE PLACE—	96	1887; 1890		
CAMBRIA	34	1890		
Cambria Cottages	87	1886; 1933; 1936		
Cambria Place	13	1905; 1927; 1933; 1936		
CAMBRIA PLACE—	47	1887		
Cambrian Road	305	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Cambridge Avenue	1	1905		
Cambridge Road	87	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Camelot Place	102	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Camperdown Road	69	1936; 1938; 1946; 1950; 1971		
Canal Bank	25	1933; 1936; 1971		
Canal Bank Cottages	61	1936; 1938; 1946; 1950; 1971		
Canal Parade	487	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Canal Street	160	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Canal Terrace	95	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Canberra Crescent	26	1971		
Canon Street	343	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Capel Crescent	805	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Capel Street	884	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cardiff Road	1916	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cardigan Place	73	1933; 1936; 1938; 1946; 1950; 1971		
Carey Road	27	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Carisbrooke Road	267	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Carlisle Place	96	1876; 1886; 1905; 1927; 1933; 1936; 1938; 1946		
CARLISLE PLACE—	162	1887; 1890		
Carlisle Road	36	1971		
Carlisle Street	168	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Carlton Chambers	3	1905; 1938; 1946		
Carlton Road	188	1933; 1936; 1938; 1946; 1950		
Carngethin Wharf	1	1933		
Caroline Street	341	1878; 1886; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Carpenter's Arms Lane	5	1886; 1936; 1971		
Cartwright Green	56	1950; 1971		
Carysfort Street	1	1946		
Castle Chambers	1	1933		
Castle Park Road	17	1971		
Castle Precincts	30	1876; 1878; 1886; 1897; 1905; 1914; 1933		
Castle Street	286	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Catalpa Close	18	1971		
Catsash Road	9	1971		
CATTLE MARKET	325	1890		
Caxton Place	70	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Caxton Street	47	1878		
Cecil Sharp Road	23	1971		
Cedar Road	231	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cemetary Lane	9	1927		
Cenfedd Street	64	1914; 1927; 1933; 1936; 1938; 1946; 1950		
Central Chambers	151	1927		
Century Institute	39	1927		
Chadwick Close	22	1950; 1971		
CHAMBERS	23	1971		Investigate
Charles Street	396	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Charlotte Street	235	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Charnwood Road	52	1927; 1933; 1938; 1946; 1950; 1971		
Chaucer Court	6	1971		
Chaucer Road	80	1933; 1938; 1946; 1950; 1971		
Chelmer Walk	10	1971		
Chelston Place	64	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950		
Chepstow Road	3861	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Cherry Tree Close	11	1971		
Cherwell Walk	34	1971		
Chestnut Avenue	337	1933; 1936; 1938; 1946; 1950; 1971		
Christchurch Hill	31	1971		
Christchurch Road	2055	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Chruch Farm Close	1	1971		
Church Path	4	1897		
Church Road	1461	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Church Street	354	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
CHURCH TERRACE.—	21	1890		
CHURCH TERRACE—	15	1887		
CITIZENS’ ADVICE	16	1971		Investigate
Civic Centre	25	1971		
Claremont Terrace	4	1933		
Clarence Place	642	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clarence Street	515	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clayton Street	182	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clevedon Road	288	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clevedon Terrace	39	1927		
Clewer Court Mews	1	1971		
Clifford Crescent	2	1876		
Clifton Place	280	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clifton Road	150	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clifton Terrace	4	1876; 1886		
CLIFTON TERRACE—	10	1890		
Clist Walk	6	1971		
CLOSE	22	1971		Investigate
Club Row	74	1876; 1878; 1886; 1897		
CLYFFARD CCRESCENT	14	1890		
Clyffard Crescent	356	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Clyfford Crescent	9	1878		
Clytha Crescent	201	1876; 1878; 1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Clytha Park	97	1878; 1914; 1946		
Clytha Park Road	348	1876; 1878; 1897; 1905; 1927; 1933; 1936; 1938; 1950; 1971		
Clytha Square	533	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
CLYTHA TERRACE—	29	1887		
Coldra Estate	54	1971		
Coldra Road	539	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Coleridge Road	301	1933; 1936; 1938; 1946; 1950; 1971		
Collier Street	193	1914; 1933; 1938; 1946; 1950; 1971		
Collingwood Close	57	1938; 1946; 1950; 1971		
Collingwood Road	124	1933; 1938; 1946; 1950; 1971		
Collingwood Street	20	1914		
Collins Close	19	1950; 1971		
Colne Street	197	1914; 1933; 1938; 1946; 1950; 1971		
Colston Avenue	130	1933; 1938; 1946; 1950; 1971		
Colston Court	12	1971		
Colston Place	17	1938; 1946; 1950; 1971		
COMMERCIAL	12	1971		
Commercial Buildings	4	1876; 1933		
COMMERCIAL BUILDINGS—	218	1887; 1890		
Commercial Road	2071	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Commercial Street	2215	1876; 1878; 1887; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Commercial Wharf	255	1876; 1878; 1886; 1887; 1897; 1905; 1914; 1933; 1938; 1946		
Compton Terrace	9	1933		
Congregational Church	15	1927		
CONSTA	39	1971		Investigate
Constables Lane	23	1905; 1914; 1933; 1938; 1946; 1950		Investigate
CONSTABLES' LANE	10	1971		
Constance Street	476	1897; 1905; 1914; 1933; 1938; 1946; 1950; 1971		
Conway Croft	60	1933; 1938; 1946; 1950; 1971		
Conway Road	1032	1914; 1927; 1933; 1938; 1946; 1950; 1971		
Conway Sac	205	1933; 1936; 1938; 1946; 1950; 1971		
Coomassie Street	291	1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Coppins (The)	13	1971		
Corelli Street	488	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cork Wharf	1	1933		
Corn Exchange Chambers	1	1886		
Corn Street	345	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
CORNICK	41	1927		Investigate
Cornwall Road	286	1933; 1936; 1938; 1946; 1950		
Corporation Baths	40	1927		
Corporation Road	2556	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Corporation Yard	307	1927; 1933		
Cot Farm Circle	60	1971		
Cot Farm Close	40	1971		
Cot Farm Road	8	1971		
Cotman Close	14	1971		
Council Chambers	2	1905; 1933		
Courtney Street	101	1933; 1936; 1938; 1946; 1950; 1971		
Courtybella	100	1878; 1887; 1914; 1927; 1933		Investigate
Courtybella Street	359	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Courtybella Terrace	410	1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
COURTYBELLA—	154	1890		
Coutybella Cottages	3	1933		
Coverack Road	276	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
COVERRACK ROAD	45	1971		
Cowper Close	50	1971		
Crawford Street	195	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Crescent Road	391	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Crindau	2	1878; 1886		
CRINDAU COTTAGES—	65	1887		
Crindau Road	214	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
CRINDAU TERRACE—	185	1890		
Cromwell Road	839	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cross Hands Cottages	1	1933		
Cross Lane	92	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1950; 1971		
Cross Street	97	1876; 1878; 1897		
Crouch Close	25	1971		
Crown Arcade	73	1946; 1971		
Crown Street	255	1876; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Croydon Close	12	1971		
Croydon Road	31	1914; 1927; 1933; 1936; 1938; 1946; 1950		
Cumberland Road	264	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cunningham Road	21	1971		
Curie Close	12	1950; 1971		
Cyril Street	481	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
D 5 58	28	1927		Investigate
D 5 6	12	1927		Investigate
Dale Road	148	1946; 1950; 1971		
Daniel Street	202	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Darent Close	40	1971		
Darent Road	26	1971		
Darent Walk	32	1971		
Dart Road	39	1971		
Darwin Drive	89	1950; 1971		
David Street	352	1878; 1886; 1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Davy Close	19	1950; 1971		
Dawley Street	140	1927; 1936		
Dawson Close	84	1971		
Dean Street	460	1887; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Delius Close	37	1950; 1971		
Denbigh Road	285	1933; 1936; 1938; 1946; 1950; 1971		
Dents Close	9	1971		
Dents Hill	10	1971		
Depot Street	57	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Derby Grove	26	1971		
Derwent Court	24	1971		
Devon Place	565	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
DEVON ROAD	69	1887		
Devonshire Cottages	2	1933		
Dewsland Park Road	579	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Dewsland Road	8	1905		
Dewston Street	2	1905		
Dewstow Street	823	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Diana Street	67	1905; 1914; 1933; 1936; 1938; 1946; 1950		
Dibdon Close	64	1971		
Dickens Drive	299	1971		
Dock (The Old)	13	1897		
Dock (Town)	134	1905; 1933; 1938; 1946; 1950		
Dock Cottages	192	1890; 1933		
DOCK COTTAGES—	129	1887		
Dock Parade	258	1876; 1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Dock Road Chambers	49	1886; 1905; 1936; 1938; 1946		
Dock Street	2366	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Docks (The)	56	1876		
Dolphin Street	858	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Don Close	68	1971		
DON's	50	1971		Investigate
Donnington Street	1	1936		
Dorset Close	10	1971		
Dorset Crescent	44	1971		
Dorset Place	16	1886; 1933; 1936; 1938; 1946		
Dorset Road	6	1927		
Dos Cottages's Hill	8	1933		
Dos Road	522	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Dos Works Yard	1	1936		
Dowland Close	19	1971		
Downing Street	533	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Drake Close	44	1971		
Drinkwater Gardens	328	1950; 1971		
DRIVE	63	1971		Investigate
Duckpool Road	1477	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Duckpool Terrace	11	1933		
DUDLEY	330	1971		Investigate
Dudley Street	376	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Duke Street	23	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Dumfries Place	119	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Durham Lane	4	1927; 1936; 1938; 1946		
Durham Road	1648	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
E 2 37	15	1927		Investigate
E 5 47	13	1927		Investigate
East Grove Road	52	1936; 1938; 1946; 1950; 1971		
East Lock Flats	2	1933		
East Market Street	86	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
East Side	28	1933		
East Street	334	1876; 1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
East Usk Road	352	1878; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Eastmoor Road	51	1971		
Easton Place	11	1933		
EASTON PLACE.—	12	1890		
Ebenezer Terrace	376	1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Edison Ridge	57	1950; 1971		
EDWARD GERMAN CRESCENT	34	1971		
